Time,Time Code,Country Name,Country Code,"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]",Net official development assistance and official aid received (current US$) [DT.ODA.ALLD.CD],"Net official flows from UN agencies, IFAD (current US$) [DT.NFL.IFAD.CD]","Net official flows from UN agencies, ILO (current US$) [DT.NFL.ILOG.CD]","Net official flows from UN agencies, UNAIDS (current US$) [DT.NFL.UNAI.CD]","Net official flows from UN agencies, UNFPA (current US$) [DT.NFL.UNFP.CD]","Net official flows from UN agencies, UNICEF (current US$) [DT.NFL.UNCF.CD]","Net official flows from UN agencies, WFP (current US$) [DT.NFL.WFPG.CD]","Net official flows from UN agencies, WHO (current US$) [DT.NFL.WHOL.CD]",Net migration [SM.POP.NETM],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],GNI per capita growth (annual %) [NY.GNP.PCAP.KD.ZG],GNI (current US$) [NY.GNP.MKTP.CD],Trade (% of GDP) [NE.TRD.GNFS.ZS],"Net trade in goods and services (BoP, current US$) [BN.GSR.GNFS.CD]","Net official flows from UN agencies, UNDP (current US$) [DT.NFL.UNDP.CD]"
2012,YR2012,Myanmar,MMR,-1333856137,2.287185154,504529998.8,..,378644.675,847974.8964,5760734.081,16476078.03,457590.6396,1762350.321,-61554,58318677645,5.587392704,5.250691067,56233481900,11.85539813,363652290.6,11169808.39
2012,YR2012,Namibia,NAM,-1030405591,7.986158715,252350006.1,..,543830.7524,839737.7729,1760915.041,796141.2668,391369.164,1247915.745,-8596,13042007432,3.358859474,3.498858814,12519782799,100.2134088,-2174125631,634494.7815
2012,YR2012,Nepal,NPL,-91954196.1,0.423691401,769500000,2690000.057,778348.8631,608409.8816,4257996.082,6462714.195,6705588.341,3066632.509,-371708,21703106502,4.423887439,4.644464264,21854815284,37.92190606,-4916709708,9457553.864
2012,YR2012,Nicaragua,NIC,-712300000,7.365168186,521460022,4869999.886,222149.834,..,1579022.05,966241.0021,203429.4754,..,-27388,10532006608,4.9403012,3.620310729,10116207345,115.1773833,-2128800000,1715993.404
2012,YR2012,Niger,NER,-839043544.7,8.92367847,891140014.6,15609999.66,210973.0542,427499.0857,3381104.946,16990537.64,28154294.97,1137319.207,18714,9426913349,6.415644393,3.516686739,9746583207,45.08596447,-1214943902,9533944.13
2012,YR2012,Nigeria,NGA,-5539784716,1.523782396,1915760010,14029999.73,385205.3881,1781878.352,7226131.916,53563583.37,..,3002861.261,41741,4.63971E+11,1.403508779,1.809996034,4.41665E+11,44.53236805,17649549961,13843204.5
2012,YR2012,North Macedonia,MKD,-165503585.3,3.467445259,147710006.7,-600000.0238,242443.9043,..,220705.0025,608810.1864,..,47913.46937,-1758,9745251126,-0.577169123,-0.986648455,9534175860,112.2148347,-2190294311,525326.6096
2012,YR2012,Pakistan,PAK,-782000000,0.382826517,2017390015,-810000.0024,1188011.169,914198.8754,6225399.017,20026218.41,16282936.1,709502.5778,-1647986,2.24384E+11,1.662633011,1.649919948,2.21139E+11,32.80550221,-17528000000,9483057.022
2012,YR2012,Palau,PLW,-21639126.32,10.18801811,15460000.04,..,..,..,..,..,..,48999.99872,-339,212397800,3.338246712,..,230547900,..,-52426105.14,..
2012,YR2012,Papua New Guinea,PNG,64013853.45,0.135223367,670270019.5,2390000.105,175278.2762,1021733.284,1976220.012,932395.9947,..,2172424.555,37896,21295659244,1.7897666,..,20198065704,..,-1687437237,2182692.051
2012,YR2012,Paraguay,PRY,-724581374.2,2.194636903,104569999.7,2599999.905,803821.5637,9968.699887,802914.0234,760559.2608,46362.91042,..,-17761,33271921136,-2.038731097,-2.094294292,31849717379,74.76495746,400558890,845457.375
2012,YR2012,Peru,PER,-11874002897,7.361775909,385459991.5,1840000.033,487208.873,641508.8773,2004669.905,1001203.537,..,..,-118758,1.92649E+11,5.169761905,6.556053168,1.80516E+11,52.61989526,3521122773,636096.6563
2012,YR2012,Philippines,PHL,957805177.3,1.227630152,-4619999.886,5369999.886,1603576.064,406782.0907,5697793.961,4792860.031,1799356.818,961598.0387,-156051,2.61921E+11,5.049330149,5.210435294,2.90824E+11,57.84200551,-12747420148,2174763.918
2012,YR2012,Russian Federation,RUS,-1765140000,2.290796396,..,..,..,..,..,..,..,..,304059,2.2083E+12,3.849151935,..,2.14063E+12,47.15139039,1.45076E+11,..
2012,YR2012,Rwanda,RWA,-269615550.4,3.524076954,878599975.6,18180000.31,404682.1892,814592.5999,4218105.793,7972508.907,1474151.373,1391931.534,-14824,7650671477,6.001713234,5.475543739,7547976534,40.56253817,-1253815283,8251913.071
2012,YR2012,Samoa,WSM,-9538724.038,2.699521247,117290000.9,-59999.99866,110280.4914,..,..,..,..,734710.9914,-3215,773157453.3,-4.593625702,..,746316340.7,81.55356445,-175518291.7,382744.5209
2012,YR2012,Sao Tome and Principe,STP,-22068739.45,8.964197867,50659999.85,2309999.943,195096.8355,..,645255.9829,664975.0471,188509.807,771128.7141,-1736,250680845.7,1.034865885,..,245986799.5,..,-110750661.7,445865.9887
2012,YR2012,Senegal,SEN,-220169629.7,1.563680079,1075760010,2130000.114,521253.7646,133900.8957,2930982.113,-5491034.508,9301328.659,1165471.792,-42976,17660871726,1.205183768,1.117124359,17359553341,61.975304,-2984671613,2433046.579
2012,YR2012,Serbia,SRB,-948129244.8,2.944728135,1078290039,..,89783.20658,39999.99911,484172.9999,484023.8392,..,..,3968,43309252921,-0.198378899,0.425024558,41878044816,85.4708271,-7106391499,866555.9292
2012,YR2012,Sierra Leone,SLE,-722447405.1,19.00245956,439709991.5,11609999.66,377896.2195,455543.1902,2434227.943,8851449.013,1005120.635,804192.3046,988,3801862611,12.19215459,17.56035625,3924034071,93.27411885,-1264694608,5306805.611
2012,YR2012,Solomon Islands,SLB,-21340127.43,2.014949282,305100006.1,2259999.99,119519.6137,..,..,..,..,1021105.766,-1634,1185215902,-0.068203187,2.597190292,1128048551,104.8236306,-18617806.18,1775702
2012,YR2012,Somalia,SOM,..,..,988419982.9,..,368031.1739,234947.6069,2477519.989,10307743.07,3189360.619,584761.9176,-51833,..,..,..,..,..,..,5853747.368
2012,YR2012,South Africa,ZAF,-1727159492,1.064922495,1065810059,..,619244.9331,3427712.44,2175780.058,1011154.532,..,1762145.996,68846,4.34401E+11,1.04422917,-0.380450967,4.23517E+11,55.58261719,-5624548538,463187.0985
2012,YR2012,South Sudan,SSD,..,1.349372464,1186260010,2069999.933,54919.11992,455185.8902,2867196.083,7856007.099,16234167.1,478339.9701,125766,11931472169,-48.3924544,9.564786844,11486155559,71.61981139,..,3505965.471
2012,YR2012,Sri Lanka,LKA,-877190942.7,1.335917829,490769989,14180000.31,602630.2576,264611.3038,3324970.961,1117243.171,2431947.231,1884216.547,-97095,70447191496,8.491217493,..,69233360203,..,-8155171568,2156719.685
2012,YR2012,St. Lucia,LCA,-75759324.81,4.719775529,26799999.24,-109999.9994,103116.4676,..,..,..,..,..,11,1605146778,-0.764212229,..,1567433519,..,-152361185.9,37370.61098
2012,YR2012,St. Vincent and the Grenadines,VCT,-115402246.3,15.80782111,8260000.229,-70000.0003,80206.01422,..,..,..,..,..,-1569,730032592.6,1.749451826,..,726213444.4,..,-213820310.4,119473.8597
2012,YR2012,Sudan,SDN,-2311460740,3.657635049,1369119995,9899999.619,251006.6628,1041365.743,4600934.982,8992151.26,280971.4973,868250.1316,-221502,63195499524,-6.662419424,-4.853935314,59795913854,28.1236602,-5106165772,3141708.374
2012,YR2012,Suriname,SUR,-172866773.2,3.402453516,40349998.47,..,73722.0943,..,..,..,..,..,-1014,4980000000,1.592811916,..,4787510970,..,282088349.5,218734.1154
2012,YR2012,Syrian Arab Republic,SYR,..,..,1660430054,1370000.005,206567.4216,..,1889677.048,2475199.461,11624071.12,635948.4792,-999191,43190317725,-25.93119232,..,41500153049,35.36869033,..,536962.0323
2012,YR2012,Tajikistan,TJK,-241736370,3.166969646,379019989,9999.999776,113633.737,231024.2057,885141.0151,1595304.966,3450457.811,110434.711,-27831,7633049792,5.181983258,5.086110702,9744505076,83.17594454,-3674402732,4462212.563
2012,YR2012,Tanzania,TZA,-1799646137,4.538770279,2822159912,18829999.92,331402.3912,1123599.648,4115665.913,14560431.48,4640849.113,1430137.992,-49713,39650522646,1.509348747,1.927931047,39076481542,54.36958801,-4002388941,7939013.004
2012,YR2012,Thailand,THA,1361534446,3.244565278,-131419998.2,..,320576.6082,888838.172,1763347.983,669589.8771,3.55271E-12,2181656.361,74265,3.97558E+11,6.554004502,..,3.79343E+11,137.6749385,880051501.6,907294.2138
2012,YR2012,Timor-Leste,TLS,-27715777.18,3.480076481,283640014.6,759999.9905,637638.092,..,2614727.02,839463.9492,1223035.216,1311672.33,-769,1160389551,2.582020611,-13.6934484,4318116383,128.5188149,-1558194741,2557732.582
2012,YR2012,Togo,TGO,298794841.1,3.137151844,245070007.3,1980000.019,229173.5858,348038.7032,1553625.941,3905753.851,..,1189742.923,-1992,3873308389,3.806131357,-1.54023951,3879283636,104.4108292,-542267971.5,4709887.505
2012,YR2012,Tonga,TON,841513.9783,-0.178773911,78180000.31,180000.0072,..,..,..,..,..,605556.7265,-2529,470714083.4,0.925330753,..,484573131.2,78.04144153,-204929211.6,124769.561
2012,YR2012,Tunisia,TUN,-1554269129,3.285206166,1022090027,-3880000.114,344678.1635,50543.20022,738474.0114,701957.2854,468983.5906,508147.2397,-29555,47311159485,2.893681767,3.402605935,45406695435,101.5507239,-4149839671,927134.6331
2012,YR2012,Turkiye,TUR,-9638000000,1.560831354,3111610107,3269999.981,433017.6413,..,1410176.039,870017.2901,..,60304.51134,297814,8.80556E+11,3.252268707,..,8.73968E+11,52.83080266,-42141000000,533947.1102
2012,YR2012,Turkmenistan,TKM,..,8.9,36400001.53,..,2736.940049,..,725750.0291,904642.5819,..,99801.66703,-9598,35164210526,9.108041446,..,31835210526,109.3336526,..,394500.494
2012,YR2012,Tuvalu,TUV,-1325042.531,3.3677002,25479999.54,..,107924.059,..,..,..,..,24923.54065,8,39345620.21,-3.516303432,..,51075377.93,..,-24618807.9,77111.8328
2012,YR2012,Uganda,UGA,-1159051460,4.414385873,1642479980,18229999.54,360276.6991,961118.9961,6677663.803,24810560.23,11837491.04,2006588.936,-175994,27305915761,0.875761039,0.284568257,26729090816,43.50213714,-2810466919,7449924.469
2012,YR2012,Ukraine,UKR,-7195000000,4.477184846,770909973.1,..,141607.8061,1045172.334,618528.0085,1063191.652,..,30562.16054,68840,1.82592E+11,0.399970156,4.214544829,1.80603E+11,102.6227884,-14346000000,1218409.538
2012,YR2012,Uzbekistan,UZB,-741158491.4,1.102301202,254990005.5,..,4766.500089,471902.1916,1162224.054,3200891.733,..,32061.56939,-20382,67517349212,5.537338042,..,68310411486,44.227955,-3824479015,5312389.851
2012,YR2012,Vanuatu,VUT,-59999936.56,8.075064802,101940002.4,..,181538.9693,..,..,..,..,866487.2646,-879,747839697.7,-1.352753559,-4.643102996,704726363.5,104.4516297,-42682379.93,122275.9187
2012,YR2012,Vietnam,VNM,-7168000000,4.278323181,4110750000,19430000.31,1102514.148,911337.6737,2395418.882,2736299.276,..,1929064.87,-4545,1.95591E+11,4.379563692,3.912841073,1.89362E+11,123.2241255,7446000000,8875401.497
2012,YR2012,West Bank and Gaza,PSE,-29313100.07,0.51591827,2006109985,-189999.9976,794690.1321,..,2364512.92,2250810.146,11479221.34,361380.3387,-26918,12208400000,3.510367464,4.112306935,13065900000,66.92932735,-4429099697,3068352.461
2012,YR2012,"Yemen, Rep.",YEM,14239188.36,-0.040222192,710780029.3,11319999.69,324188.0536,232848.3015,2243829.012,6361349.583,10109707.83,1745492.101,-20983,35401323350,-0.526827926,..,33831680716,61.36163718,-4310359854,5678678.036
2012,YR2012,Zambia,ZMB,-2433397000,6.789381241,956510009.8,6380000.114,615938.8423,1326626.42,4004075.05,8226785.66,1379552.722,1392369.27,9009,25503060420,4.103279411,..,25071084452,79.1007045,1251408784,4440184.593
2012,YR2012,Zimbabwe,ZWE,-349850000,2.04413128,1001530029,..,1074176.431,1144013.643,4041689.873,4760723.114,12642892.84,2074006.796,-66709,17114849880,13.65475039,13.87278678,15245882380,74.16253481,-4081524864,7583229.065
2013,YR2013,Afghanistan,AFG,-47774027.01,0.234926112,5152540039,8680000.305,495182.8122,..,6346146.107,32865322.11,5211730.003,1280173.54,48076,20564485419,2.002522145,..,20636233967,..,-8671425448,13172269.82
2013,YR2013,Albania,ALB,-1225674342,9.816287648,269299987.8,1980000.019,79850.44271,..,546625.0181,975556.016,..,32383.31154,-16845,12776220507,1.187234353,3.648930887,12996539294,75.87371385,-2308765606,434682.0116
2013,YR2013,Algeria,DZA,-1963635050,0.806601359,203419998.2,..,228266.7607,218349.9038,463755.0116,1340123.057,..,795596.8976,-35412,2.09755E+11,0.797967812,0.133466776,2.056E+11,63.61082367,2923291765,1262042.999
2013,YR2013,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,-1575,638000000,-1.21950184,..,..,173.8244514,..,..
2013,YR2013,Angola,AGO,8041583617,-5.337281076,285540008.5,1000000,751813.6501,763209.2834,3572000.027,7235466.48,..,1503589.392,91528,1.33402E+11,1.101887143,2.494831003,1.23741E+11,86.81193276,20169149502,1146808.982
2013,YR2013,Argentina,ARG,-8931688999,1.779205536,34729999.54,6920000.076,1758017.182,820371.5682,708689.9877,775997.5791,..,..,5369,5.52025E+11,1.265685175,1.519288497,5.40186E+11,29.333929,-693680874.4,364244.014
2013,YR2013,Armenia,ARM,-315829524.3,3.111931481,275100006.1,439999.9976,102213.04,55646.37855,595044.9705,684890.0318,..,125170.2905,-28257,11121465767,3.764129648,5.768693663,11804012824,77.55504816,-2321776646,938781.023
2013,YR2013,Azerbaijan,AZE,-1141550000,3.531931399,-70830001.83,7800000.191,148134.917,100831.7918,726736.0091,1063733.459,..,223254.3677,2289,74164435946,4.450020099,..,70475971957,74.67584476,16419226000,1102743.983
2013,YR2013,Bangladesh,BGD,-2056085293,1.73541854,2633590088,12000000,1945923.924,491931.2596,7400422.096,24208641.05,6204455.853,5268144.608,-194048,1.4999E+11,4.678721918,4.267638241,1.62054E+11,46.29640272,-9933198075,15022704.12
2013,YR2013,Belarus,BLR,-1983900000,2.973864618,105669998.2,..,16231.39158,141538.2922,317447.0067,993376.6127,..,87308.33977,10496,75527984234,1.042243413,-0.277779189,72875749775,119.8159652,-2300600000,219075.9927
2013,YR2013,Belize,BLZ,-91563206.3,4.545342742,51270000.46,319999.9928,77271.07406,68536.63176,..,700483.501,..,..,1504,2029500000,2.215709713,2.767030046,1910300000,108.967726,-27570992.45,152602.002
2013,YR2013,Benin,BEN,-301753783.2,2.87863747,660200012.2,1820000.052,322596.7586,379293.7398,2201914.072,5313139.915,346343.9941,1190485.477,-899,12517845128,4.127606235,4.171255411,12448828493,59.20019183,-858674454.3,3956039.906
2013,YR2013,Bhutan,BTN,-20433631.07,1.163503519,136800003.1,2299999.952,..,..,1217751.026,1363609.672,739431.0236,1344000.34,-730,1756215665,1.035010357,2.106164311,1632780314,105.1993064,-433041928.5,1147760.987
2013,YR2013,Bolivia,BOL,-1749612614,5.706622119,702299987.8,1299999.952,404807.0908,6297.459826,1497305.989,1527837.753,566116.9887,..,-11371,30659338886,5.069795424,4.917115027,28751567786,81.23090753,1691971937,2037208.08
2013,YR2013,Bosnia and Herzegovina,BIH,-227032907.5,1.723436709,521210022,1200000.048,85800.2305,..,414539.0093,1017441.63,..,62214.98922,-37030,18178503835,3.957296129,4.502289104,18420598737,87.93124131,-3724521863,608008.0271
2013,YR2013,Botswana,BWA,17496214.02,0.470417393,107370002.7,..,593050.7183,1068192.244,1387881.041,725137.2337,..,882719.2783,471,14271752527,9.005663889,7.09569394,14251172463,125.7830399,-431507246.3,409588.0091
2013,YR2013,Brazil,BRA,-59567525425,3.041524533,1155729980,879999.9952,2548364.639,730498.4331,2080677.986,840907.9313,..,..,35308,2.47281E+12,2.114256452,3.279839223,2.43845E+12,25.78595733,-46189685248,937382.9961
2013,YR2013,Bulgaria,BGR,-1637500000,3.563940273,..,..,..,..,..,..,..,..,-15243,55810138436,-0.00242338,-0.864758833,54582545467,129.7326591,-385580000,..
2013,YR2013,Burkina Faso,BFA,-432096421.4,3.647667554,1045079956,1559999.943,337605.983,627320.7068,3357290.03,14411170.96,5643432.14,1433794.737,-33275,13444301139,2.657295331,2.548594812,13080708252,64.0358513,-1595943795,5553369.045
2013,YR2013,Burundi,BDI,-116560393.8,4.761250541,558830017.1,9489999.771,273218.6615,627395.0338,2133227.11,8768498.421,5070756.912,1324437.022,-2295,2451606684,1.263599334,1.623681,2453391210,46.60407909,-692692720.5,6643060.207
2013,YR2013,Cabo Verde,CPV,-56525170.52,4.825662775,245160003.7,1730000.019,323489.4574,..,980000.0191,815315.1274,..,1186114.311,-1585,1850470042,-0.331546583,0.455845616,1785866826,95.33908878,-317313920.3,590278.9831
2013,YR2013,Cambodia,KHM,-2006202368,13.58334609,808210022,4010000.229,426327.4968,792928.6957,4309466.839,6522923.47,3864530.087,2077625.275,-46754,15227991395,5.831860524,5.076584306,14402903332,130.0464867,-1932612476,6036569.118
2013,YR2013,Cameroon,CMR,-704967129.3,1.622967984,751960022,5570000.172,1077234.626,1370896.697,3900538.921,6676810.741,4513692.856,1458423.376,-6900,33728622819,2.082609838,1.676545568,33109063702,49.67453635,-817386648.8,2209592.104
2013,YR2013,Central African Republic,CAF,..,0.109532616,202820007.3,1669999.957,105320.625,853658.0205,2655937.91,9411293.03,244738.9066,1557924.747,-112663,1691544192,-36.77769716,-36.54777982,1706709152,38.39928757,..,2954010.963
2013,YR2013,Chad,TCD,..,4.015897833,459339996.3,9560000.42,175417.617,705439.1503,3966028.929,14925723.08,8024024.01,1609328.866,51887,12953535496,2.006313918,-0.374006207,12362322221,72.64891576,..,4721356.869
2013,YR2013,China,CHN,-2.17958E+11,3.039875469,-669909973.1,12159999.85,1616591.93,1381624.46,3988326.073,8923007.011,..,6063879.967,-137444,9.57041E+12,7.050734134,6.43296811,9.49258E+12,46.74437558,2.3538E+11,3655304.909
2013,YR2013,Colombia,COL,-8558338413,4.242275614,857489990.2,-610000.0143,476880.9676,328220.8741,1595517.039,657124.9962,197660.9975,..,-64686,3.82116E+11,4.098265909,4.507528867,3.68903E+11,37.9866488,-3250497858,1127704.024
2013,YR2013,Comoros,COM,..,0.37910346,81230003.36,1909999.967,213111.6986,..,1027894.974,1095054.507,..,1076896.548,-1773,1116224161,2.249640757,2.436567677,1116441522,39.24329527,..,906181.9911
2013,YR2013,"Congo, Dem. Rep.",COD,-1697585831,5.194611572,2584010010,6650000.095,305242.5683,2106677.771,7959012.032,51849052.43,21682378.77,2129107.714,121103,32679745298,4.845979483,0.487012458,29868627089,77.46594515,-1494674269,15181816.1
2013,YR2013,"Congo, Rep.",COG,-596092780.4,10.4621005,150990005.5,1370000.005,139069.2443,725133.2402,2287472.01,1077919.602,472514.987,1231785.178,-24608,17958721572,-3.07344321,0.544133374,17547364689,93.00286339,2310516034,1082245.946
2013,YR2013,Costa Rica,CRI,-2401451080,6.291276937,32819999.69,..,462997.973,14527.53041,682886.0044,791370.8687,..,..,3950,50949672206,1.319512787,0.798324054,49121590241,64.06641059,-995209335.8,493151.0091
2013,YR2013,Cote d'Ivoire,CIV,-413993564.5,0.953203596,1273459961,7239999.771,351371.6459,808729.291,5569952.011,8279596.329,948109.5076,1807587.743,-148501,42760237561,8.499803033,7.018827211,29861784272,58.35267925,707897344.2,2346502.066
2013,YR2013,Cuba,CUB,..,..,96699996.95,..,32909.03941,..,717550.993,1027714.61,..,..,-15301,77148000000,2.636075249,2.805395158,76226000000,44.32389693,..,619786.9778
2013,YR2013,Djibouti,DJI,-286004467.7,14.0004927,149250000,1570000.052,94565.86838,328277.5581,696478.0092,933179.2593,692461.0138,654904.0675,2033,2042817163,..,..,2014984774,347.9965151,-713348705.5,896438.0026
2013,YR2013,Dominica,DMA,-17915757.41,3.595402483,20079999.92,-219999.9988,77271.07406,..,..,..,..,..,-445,498296296.3,-0.900680193,..,478788888.9,87.7248402,-79421397.04,61260.99825
2013,YR2013,Dominican Republic,DOM,-1990500000,2.552400718,146910003.7,-460000.0083,558221.3998,476669.699,819146.9908,690475.1062,..,..,-30563,62682163837,3.572464785,2.759079919,59709863839,56.68175612,-3743200000,684418.9763
2013,YR2013,Ecuador,ECU,-727081206.3,0.76430549,150509994.5,4099999.905,474875.1819,229619.8756,1170927.048,724686.0862,685890.0189,..,-6151,95129659000,3.350546243,3.322744181,93662124000,59.60615606,-1948121491,619167.9835
2013,YR2013,"Egypt, Arab Rep.",EGY,-3891200000,1.453434208,5512509766,-3089999.914,853457.9277,118595.7119,2010437.965,3127241.135,1371852.994,1424580.574,163449,2.88434E+11,-0.153662237,-0.439362964,2.81028E+11,40.37303806,-20530600000,2431849.003
2013,YR2013,El Salvador,SLV,-179106499.2,1.114908573,169139999.4,5039999.962,338785.9464,179991.9754,1097813.01,845379.3526,17815.99969,..,-49086,21990960000,1.833120655,1.387775576,21000760000,80.45119449,-4618410153,641664.9818
2013,YR2013,Equatorial Guinea,GNQ,..,2.655943664,4630000.114,-289999.9917,109064.6237,..,588784.9927,531728.6253,..,744005.2629,18105,21948835350,-8.010053955,-2.932342056,15003862699,106.8932849,..,597317.9936
2013,YR2013,Eritrea,ERI,..,..,81309997.56,1250000,313794.2851,347755.0745,1408589.959,2261627.674,..,1490308.285,-34025,..,..,..,..,..,..,4716433.048
2013,YR2013,Eswatini,SWZ,-86675374.5,1.779001383,117790000.9,2000000,522361.6958,1178900.957,1468512.058,793234.2887,884887.9933,1056224.465,-10662,4597532030,3.222714546,5.645042737,4400158994,86.80129593,-77247436.21,564445.0188
2013,YR2013,Ethiopia,ETH,-1343876024,2.820412334,3882540039,55159999.85,477077.3947,1751628.399,5716928.005,43873279.57,18907915.12,3375506.163,80953,47648211133,7.583098924,7.579646019,47541429851,41.47178708,-8134766075,13857172.97
2013,YR2013,Fiji,FJI,-239294220.9,5.818321261,91220001.22,..,312607.8546,637248.6949,1034.999965,5759057.999,..,1036619.782,-11000,4189915667,4.459729481,..,4107971599,126.3483867,-529201389.6,134277.001
2013,YR2013,Gabon,GAB,-87741876.6,1.841538567,87209999.08,519999.9809,141600.5343,524441.8979,871460.9742,871871.7098,..,1235783.577,19581,17595745653,2.000039245,3.714496181,15890972052,90.63503615,2879762554,702579.9751
2013,YR2013,"Gambia, The",GMB,-73181699.96,4.968005048,112300003.1,5429999.828,401473.4924,130332.7084,1047799.945,1127774.239,435611.0096,931884.11,-2486,1375608956,-0.218687978,-0.314135221,1345938956,45.46191936,-102691485.3,2704353.094
2013,YR2013,Georgia,GEO,-919270053.3,6.088362421,646309997.6,1649999.976,1399.99995,72683.72923,652064.9791,1099839.091,230716.005,84564.55916,-27185,17189551521,3.933646408,3.107697968,16872451545,95.60208582,-2089933392,1076817.036
2013,YR2013,Ghana,GHA,-3226330000,5.1366502,1328170044,5389999.866,405557.6622,730326.1161,3055219.889,10253112.79,450316.9954,1397374.63,-2388,62823043706,4.712772226,7.303634545,61072600585,60.7593219,-6292080668,5079843.998
2013,YR2013,Grenada,GRD,-74688413.33,8.863829898,12529999.73,-29999.99933,701518.9528,..,..,..,..,..,-190,842620111.1,1.447326973,..,816932777.8,..,-213498612.2,71101.0024
2013,YR2013,Guatemala,GTM,-1448858730,2.872156333,496600006.1,-3630000.114,489801.3175,1126125.455,1681455.016,1103706.717,152105.0036,..,-35666,52996540704,1.888642581,1.617706838,51760538476,56.68522075,-6714855160,925855.9942
2013,YR2013,Guinea,GIN,-1060000,0.00226822,467540008.5,9720000.267,14298.57034,533004.7011,2736733.913,3250278.711,1009866.953,2418721.437,-29151,8376613843,1.437755266,-2.088890481,7971453845,80.42644444,-872480000,4454536.915
2013,YR2013,Guinea-Bissau,GNB,-19637861.84,1.877443841,105629997.3,500000,246451.81,..,1652595.997,2711464.643,839230.1202,1228716.373,-1395,1046087418,0.516852763,-1.9155811,1026052962,44.08039118,-79124579.06,3213566.065
2013,YR2013,Guyana,GUY,-200558390,4.812092172,101239997.9,839999.9738,77271.07406,581292.212,..,1390656.233,..,..,-6912,4167800259,3.174498044,3.249130006,4196342418,..,-837792301.6,922726.9888
2013,YR2013,Haiti,HTI,-161918586.3,1.086521508,1152130005,3259999.99,548023.8199,898948.0138,3530251.026,2675398.827,2140892.029,..,-30347,14902474091,2.772632076,2.583343524,14934000886,40.32532676,-2875659170,5656730.175
2013,YR2013,Honduras,HND,-991605737,5.778627102,625869995.1,1389999.986,409550.8456,714347.6009,1407181.978,920505.9409,13887.00027,..,-6094,18499710128,0.861032611,1.036501718,17196007625,116.3060492,-3814791369,1996013.045
2013,YR2013,India,IND,-26388082470,1.516275965,2456330078,20649999.62,983369.112,1254551.411,9206686.974,40736759.19,-27899.99917,6865787.029,-236387,1.85672E+12,5.014611864,4.937975665,1.8336E+12,53.84413195,-92135051692,8559115.41
2013,YR2013,Indonesia,IDN,-12170055179,2.551356334,69470001.22,16280000.69,1629478.931,1225211.263,5175692.081,6405657.291,566366.9705,3797324.896,-36670,9.12524E+11,4.284778457,4.119366387,8.8525E+11,48.63737268,-6237109752,3134198.904
2013,YR2013,"Iran, Islamic Rep.",IRN,..,0.618931865,131610000.6,..,121353.4027,511521.399,1521000.028,1633790.851,1884611.964,1207103.491,23351,4.92776E+11,-2.945922311,-2.958316579,4.95919E+11,47.08671792,..,761016.0112
2013,YR2013,Iraq,IRQ,2562400000,-0.99527921,1540989990,..,228787.4222,..,3104408.026,6096881.866,319885.999,1251634.002,491588,2.34638E+11,2.722580156,1.686841191,2.33577E+11,67.41001841,22018282324,2618254.9
2013,YR2013,Jamaica,JAM,-469978338.7,3.81898359,71589996.34,..,120241.046,825213.4323,..,701425.4928,..,..,-11329,14264202737,0.035165569,-0.898849782,13930602742,83.25957198,-3181127086,569332.0036
2013,YR2013,Jordan,JOR,-1930929598,5.649771681,1394890015,-2130000.114,419333.1301,..,627072.9899,1996808.171,11665761.95,694245.2192,776237,34454440181,-3.830179237,-3.61678859,34115848631,111.4515279,-9944366197,535130.9776
2013,YR2013,Kazakhstan,KAZ,-8034378287,4.23069801,90680000.31,..,161572.3222,628644.6452,649873.9719,1122997.403,..,..,8121,2.36635E+11,4.485117035,9.636140656,2.11487E+11,65.40760933,27847237823,407631.0098
2013,YR2013,Kenya,KEN,-920213200.2,1.814170815,3304649902,16909999.85,414143.4431,1869951.01,4348001.957,12027099.61,19741243.36,1696222.067,-57630,61671425370,1.326292507,0.582258008,54496759863,47.46464251,-7318068649,7582136.154
2013,YR2013,Kiribati,KIR,-681180.1499,0.454150313,64989997.86,..,231896.7134,..,..,..,..,442473.9182,-955,184550782,2.605277687,11.54231704,303928364.5,105.7953198,-151874727.2,21180.00016
2013,YR2013,"Korea, Dem. People's Rep.",PRK,..,..,75489997.86,-1159999.967,..,..,642565.012,1977800.846,11481160.16,2960026.264,-2936,..,..,..,..,..,..,2456289.053
2013,YR2013,Kosovo,XKX,-331559735.7,5.515247383,568549987.8,..,..,..,268433.9881,1991356.373,..,1492.540003,-40468,6735731173,4.702935624,3.874570585,6897148758,75.10348366,-1964452983,826520.9794
2013,YR2013,Kyrgyz Republic,KGZ,-619062900,8.343757298,462720001.2,2339999.914,61929.29298,96395.03062,845206.9759,1054121.852,426043.0038,140192.7322,-37188,7335027592,8.735789273,5.272414368,6912027592,134.0267856,-2824203575,2677711.964
2013,YR2013,Lao PDR,LAO,-709968685.7,5.686246291,423329986.6,5090000.153,331426.2629,273254.6329,2637042.046,2336915.731,836753.0107,1326901.555,-25256,11983252611,6.521646656,7.208162888,11338527569,98.17914662,-1061035240,4148135.185
